Data-hora da leitura,Plataforma,ID do post,Artista,Views,Likes,Comentários
2026-08-26 11:10,Instagram,Dce4ty2EVNa,Kysha,,3553,332
2026-08-26 11:10,Instagram,DcexkZ9ObaG,Kysha,12268,685,87
2026-08-26 11:10,Instagram,DcgTIFzDSRU,Casa Saturno,190,19,4
2026-08-26 11:10,Instagram,DcgMdrslVSN,Casa Saturno,3020,215,22
2026-08-26 11:10,Instagram,DcgFfJYEy5E,Casa Saturno,7452,367,21
2026-08-26 11:10,Instagram,Dce4ty2EVNa,Casa Saturno,,3554,332
2026-08-26 11:10,Instagram,Dce4ty2EVNa,Mine,,3554,332
2026-08-26 11:10,Instagram,Dce4ty2EVNa,Fidelisx,,3554,332
2026-08-26 11:10,Instagram,Dce4ty2EVNa,Argentino,,3554,332
2026-08-26 19:35,YouTube,Zs9rkq9yyRU,Russin Oficial,5483,610,
2026-08-26 19:35,YouTube,WRb3QZu3F5s,Kaka,7812,627,
2026-08-26 19:35,YouTube,Q5y5Lb-PmJ0,Evy Baddie,19021,1656,
2026-08-26 19:35,YouTube,YsYkBcCZbLU,Russin Oficial,2774,285,
2026-08-26 19:35,YouTube,SN3Ef-TYros,Kaka,1549,147,
2026-08-26 19:35,YouTube,d3sJ7k9wcXk,Kysha e Mine,65004,4003,
2026-08-26 19:35,YouTube,CMiEC40mBeM,Kysha e Mine,29187,2400,
2026-08-26 19:35,YouTube,yDeVJLDLG3Y,Evy Baddie,14713,1524,
2026-08-26 19:35,YouTube,4hDfPdKck7A,Russin Oficial,3993,421,
2026-08-26 19:35,YouTube,ysyTnRdodBs,Kaka,68995,2603,
2026-08-26 19:35,YouTube,t_jdIB5OSoA,Kysha e Mine,37173,3042,
2026-08-26 19:35,YouTube,FWkLX2QT8hg,Kysha e Mine,36518,1754,
2026-08-26 19:35,YouTube,VXL6umjevME,Kysha e Mine,23180,2272,
2026-08-26 19:35,YouTube,pSyxntrd6Kw,Evy Baddie,17180,2454,
2026-08-26 19:35,YouTube,7a34w_JZC50,Fidelisx,52743,3662,
2026-08-26 19:35,YouTube,0h_uvIV_OeQ,Argentino,25482,2115,
2026-08-26 19:35,YouTube,h0wdJodkxp0,Kaka,18215,1109,
2026-08-26 19:35,YouTube,4IDQfjXEKzk,Kysha e Mine,29841,1514,
2026-08-26 19:35,YouTube,tQRNJ-6PmUA,Kysha e Mine,23668,2534,
2026-08-26 19:35,YouTube,AEDokCyqMPU,Kysha e Mine,18637,1549,
2026-08-26 19:35,YouTube,4jd32o2JDOE,Kysha e Mine,31927,2298,
2026-08-26 19:35,YouTube,tCquVvbTr3I,Kysha e Mine,9134,502,
2026-08-26 19:35,YouTube,PD1O6Pm0iis,Evy Baddie,2720,369,
2026-08-26 19:35,YouTube,g_2fa3oF5q8,Evy Baddie,46806,2462,
2026-08-26 19:35,YouTube,cqsNqya7NnQ,Evy Baddie,13644,1504,
2026-08-26 19:35,YouTube,vgk2Vdd3Vo4,Evy Baddie,17080,1447,
2026-08-26 19:35,YouTube,IhfWI_hGVhY,Evy Baddie,9598,1273,
2026-08-26 19:35,YouTube,sWFR3hUX9Vo,Evy Baddie,11920,1916,
2026-08-26 19:35,YouTube,JRKbm6DNDBc,Evy Baddie,12819,1274,
2026-08-26 19:35,YouTube,UYBF5K0JzZE,Evy Baddie,39712,1835,
2026-08-26 19:35,YouTube,IdBG1XK7zcA,Fidelisx,21938,1817,
2026-08-26 19:35,YouTube,KTVnEDyZ3JY,Fidelisx,176217,5327,
2026-08-26 19:35,YouTube,_ob851xlbeM,Fidelisx,17243,1862,
2026-08-26 19:35,YouTube,eIgCzvDIsp0,Fidelisx,19730,1764,
2026-08-26 19:35,YouTube,gPphP3VXInc,Fidelisx,41885,3567,
2026-08-26 19:35,YouTube,mEwxV5y-R8Q,Fidelisx,46416,3471,
2026-08-26 19:35,YouTube,z0xa51mXDE4,Fidelisx,117722,4413,
2026-08-26 19:35,YouTube,iObferxf3bk,Fidelisx,42004,2611,
2026-08-26 19:35,YouTube,WA0HFVnf8s8,Russin Oficial,2433,332,
2026-08-26 19:35,YouTube,9MBwJHE2BIs,Russin Oficial,7050,397,
2026-08-26 19:35,YouTube,BiB-gLES5Vs,Russin Oficial,5555,467,
2026-08-26 19:35,YouTube,eo99t72hRmw,Russin Oficial,1614,178,
2026-08-26 19:35,YouTube,gx2YBLabBbQ,Russin Oficial,5144,782,
2026-08-26 19:35,YouTube,UhljzQ9ePP0,Russin Oficial,26662,686,
2026-08-26 19:35,YouTube,o0mGIogpV68,Russin Oficial,4116,397,
2026-08-26 19:35,YouTube,2NjNEiAFfyM,Argentino,46404,3977,
2026-08-26 19:35,YouTube,hwA-61D4Ib8,Argentino,85646,5097,
2026-08-26 19:35,YouTube,hy5AN2qbpKU,Kaka,11279,1765,
2026-08-26 19:35,YouTube,f2Sq58kgIjw,Kaka,14180,1357,
2026-08-26 19:35,YouTube,BIxrB6Bf_dU,Kaka,3349,305,
2026-08-26 19:35,YouTube,mGp8E78Rb-M,Kaka,68411,1986,
2026-08-26 19:35,YouTube,Ft-w6kkTLE4,Kaka,21956,1672,
2026-08-26 19:35,YouTube,peCX2piv3B8,Casa Saturno,29036,2211,
2026-08-26 19:35,YouTube,a3_EMP66jDc,Casa Saturno,8711,924,
2026-08-26 19:35,YouTube,ER7A-9nXmgA,Casa Saturno,48389,1823,
2026-08-26 19:35,YouTube,uXRtT1QDYlo,Casa Saturno,12734,1736,
2026-08-26 19:35,YouTube,-TYXfioBzi0,Casa Saturno,10078,1152,
2026-08-26 19:35,YouTube,fypv-yKV5f4,Casa Saturno,17933,1768,
2026-08-26 19:35,Instagram,DcbJSX2Of1I,Kysha e Mine,21525,1601,46
2026-08-26 19:35,Instagram,DcbHq59EUnO,Kysha e Mine,54183,1118,46
2026-08-26 19:35,Instagram,DcZgGW3uR8T,Kysha e Mine,46975,2251,83
2026-08-26 19:35,Instagram,DcZHiyou9bf,Kysha e Mine,34750,1247,24
2026-08-26 19:35,Instagram,DcRhWNLPV-U,Kysha e Mine,,1604,49
2026-08-26 19:35,Instagram,DcUJ-5MjA3Q,Kysha e Mine,37351,2848,139
2026-08-26 19:35,Instagram,Dcbck79pQdG,Evy Baddie,,4397,831
2026-08-26 19:35,Instagram,DcW1A3DhXjI,Evy Baddie,98775,2159,204
2026-08-26 19:35,Instagram,DcWM4Qfpi0a,Evy Baddie,51466,1812,135
2026-08-26 19:35,Instagram,DcUa1dxkX9e,Evy Baddie,,16228,411
2026-08-26 19:35,YouTube,N99AibqusuA,Fidelisx,29550,2098,
2026-08-26 19:35,YouTube,nihxd0T6MNc,Casa Saturno,30689,1611,
2026-08-26 19:35,YouTube,jXpLIvY1NQo,Kysha e Mine,16945,1620,
2026-08-26 19:35,YouTube,HxSP8BCH4F4,Kysha e Mine,4861,458,
2026-08-26 19:35,YouTube,UzUnGJlq10E,Kysha e Mine,19406,1312,
2026-08-26 19:35,YouTube,Ex0xSU097sc,Evy Baddie,17577,1367,
2026-08-26 19:35,YouTube,4Eean6gPnyQ,Evy Baddie,10786,1316,
2026-08-26 19:35,YouTube,OrCxVMRvz88,Fidelisx,21819,2052,
2026-08-26 19:35,YouTube,GM2__GDzkCw,Fidelisx,41351,2237,
2026-08-26 19:35,YouTube,oH02-pD6SQk,Russin Oficial,1850,312,
2026-08-26 19:35,YouTube,wxGoAlkLHYY,Russin Oficial,1756,595,
2026-08-26 19:35,YouTube,gPsrRLJj1E0,Argentino,44780,3345,
2026-08-26 19:35,YouTube,A2_dPg-9fEg,Kaka,3296,469,
2026-08-26 19:35,YouTube,gPGtDGvnGTo,Casa Saturno,15660,1122,
2026-08-26 19:35,YouTube,ex4gOXs2ha0,Casa Saturno,6730,1077,
2026-08-26 19:35,YouTube,e52NSS2vA_Q,Casa Saturno,5712,950,
2026-08-26 19:35,YouTube,hmSYpyJ9r_0,Casa Saturno,12928,1448,
2026-08-26 19:35,Instagram,DcejujDs9n_,Kysha e Mine,62959,1259,88
2026-08-26 19:35,Instagram,DcekmbflaEp,Evy Baddie,,1254,339
2026-08-26 19:35,YouTube,j-UbrSFzMVE,Russin Oficial,2068,307,
2026-08-26 19:35,YouTube,_F989pvMlA0,Kaka,5830,683,
2026-08-26 19:35,YouTube,NKxa5P6rOV0,Casa Saturno,7841,681,
2026-08-26 19:35,YouTube,8BYjENIwbDo,Casa Saturno,6109,642,
2026-08-26 19:35,YouTube,ApzKzV9BW84,Casa Saturno,19352,1134,
2026-08-26 19:35,Instagram,Dce4ty2EVNa,Kysha,,4694,371
2026-08-26 19:35,Instagram,DcexkZ9ObaG,Kysha,13921,806,93
2026-08-26 19:35,YouTube,RyTFyLuOE6w,Kysha e Mine,1910,370,
2026-08-26 19:35,YouTube,AMPMNFWfPfo,Kysha e Mine,5561,857,
2026-08-26 19:35,YouTube,_j3OePajdI8,Evy Baddie,2001,519,
2026-08-26 19:35,YouTube,Sria8I4DYz4,Evy Baddie,2944,704,
2026-08-26 19:35,YouTube,aib6Wjse_q8,Fidelisx,2027,337,
2026-08-26 19:35,YouTube,vOqgdWp9k_M,Fidelisx,3642,821,
2026-08-26 19:35,YouTube,TD7y8Ft61io,Fidelisx,4415,762,
2026-08-26 19:35,YouTube,GhqwB5RtS1k,Argentino,3619,495,
2026-08-26 19:35,YouTube,K7MQDVY0T7s,Kaka,167,43,
2026-08-26 19:35,YouTube,kxdinZ2tRxM,Kaka,627,149,
2026-08-26 19:35,YouTube,ZqRoYUw9eBc,Kaka,418,86,
2026-08-26 19:35,YouTube,wVYnNgJvTlY,Casa Saturno,808,177,
2026-08-26 19:35,Instagram,DcgmKobR7LI,Kysha e Mine,35887,1170,89
2026-08-26 19:35,Instagram,DcgcMgbo13i,Kysha e Mine,47905,979,72
2026-08-26 19:35,Instagram,DcgcMgbo13i,Kysha,47905,979,72
2026-08-26 19:35,Instagram,DchINiJBqk2,Evy Baddie,9986,920,95
2026-08-27 11:15,YouTube,d3sJ7k9wcXk,Kysha e Mine,66840,4044,
2026-08-27 11:15,YouTube,CMiEC40mBeM,Kysha e Mine,30065,2418,
2026-08-27 11:15,YouTube,yDeVJLDLG3Y,Evy Baddie,15079,1540,
2026-08-27 11:15,YouTube,4hDfPdKck7A,Russin Oficial,4023,422,
2026-08-27 11:15,YouTube,ysyTnRdodBs,Kaka,70451,2631,
2026-08-27 11:15,Instagram,DcTfecrkcPT,Mine,,14894,633
2026-08-27 11:15,Instagram,DcRCb1ixbFe,Fidelisx,135806,9418,629
2026-08-27 11:15,Instagram,DcSLZrPxpVf,Russin Oficial,40559,730,38
2026-08-27 11:15,YouTube,t_jdIB5OSoA,Kysha e Mine,38068,3066,
2026-08-27 11:15,YouTube,FWkLX2QT8hg,Kysha e Mine,37288,1763,
2026-08-27 11:15,YouTube,VXL6umjevME,Kysha e Mine,24161,2305,
2026-08-27 11:15,YouTube,pSyxntrd6Kw,Evy Baddie,17494,2481,
2026-08-27 11:15,YouTube,0h_uvIV_OeQ,Argentino,26057,2134,
2026-08-27 11:15,YouTube,h0wdJodkxp0,Kaka,18409,1112,
2026-08-27 11:15,YouTube,4IDQfjXEKzk,Kysha e Mine,31682,1548,
2026-08-27 11:15,YouTube,tQRNJ-6PmUA,Kysha e Mine,25385,2606,
2026-08-27 11:15,YouTube,AEDokCyqMPU,Kysha e Mine,19940,1582,
2026-08-27 11:15,YouTube,4jd32o2JDOE,Kysha e Mine,33483,2335,
2026-08-27 11:15,YouTube,tCquVvbTr3I,Kysha e Mine,9517,504,
2026-08-27 11:15,YouTube,PD1O6Pm0iis,Evy Baddie,3016,375,
2026-08-27 11:15,YouTube,g_2fa3oF5q8,Evy Baddie,48493,2523,
2026-08-27 11:15,YouTube,cqsNqya7NnQ,Evy Baddie,14161,1530,
2026-08-27 11:15,YouTube,vgk2Vdd3Vo4,Evy Baddie,17635,1474,
2026-08-27 11:15,YouTube,IhfWI_hGVhY,Evy Baddie,10205,1299,
2026-08-27 11:15,YouTube,sWFR3hUX9Vo,Evy Baddie,12226,1928,
2026-08-27 11:15,YouTube,JRKbm6DNDBc,Evy Baddie,13047,1283,
2026-08-27 11:15,YouTube,UYBF5K0JzZE,Evy Baddie,40126,1849,
2026-08-27 11:15,YouTube,IdBG1XK7zcA,Fidelisx,23544,1869,
2026-08-27 11:15,YouTube,KTVnEDyZ3JY,Fidelisx,182297,5436,
2026-08-27 11:15,YouTube,_ob851xlbeM,Fidelisx,18438,1901,
2026-08-27 11:15,YouTube,eIgCzvDIsp0,Fidelisx,20787,1794,
2026-08-27 11:15,YouTube,gPphP3VXInc,Fidelisx,43112,3607,
2026-08-27 11:15,YouTube,mEwxV5y-R8Q,Fidelisx,47996,3521,
2026-08-27 11:15,YouTube,z0xa51mXDE4,Fidelisx,119556,4439,
2026-08-27 11:15,YouTube,iObferxf3bk,Fidelisx,42911,2628,
2026-08-27 11:15,YouTube,WA0HFVnf8s8,Russin Oficial,2676,359,
2026-08-27 11:15,YouTube,9MBwJHE2BIs,Russin Oficial,7428,434,
2026-08-27 11:15,YouTube,BiB-gLES5Vs,Russin Oficial,6100,509,
2026-08-27 11:15,YouTube,eo99t72hRmw,Russin Oficial,1794,202,
2026-08-27 11:15,YouTube,gx2YBLabBbQ,Russin Oficial,5519,826,
2026-08-27 11:15,YouTube,UhljzQ9ePP0,Russin Oficial,26748,688,
2026-08-27 11:15,YouTube,o0mGIogpV68,Russin Oficial,4162,401,
2026-08-27 11:15,YouTube,2NjNEiAFfyM,Argentino,52595,4126,
2026-08-27 11:15,YouTube,hwA-61D4Ib8,Argentino,89708,5214,
2026-08-27 11:15,YouTube,hy5AN2qbpKU,Kaka,14703,1915,
2026-08-27 11:15,YouTube,f2Sq58kgIjw,Kaka,15404,1415,
2026-08-27 11:15,YouTube,BIxrB6Bf_dU,Kaka,3585,323,
2026-08-27 11:15,YouTube,mGp8E78Rb-M,Kaka,68999,2001,
2026-08-27 11:15,YouTube,Ft-w6kkTLE4,Kaka,22363,1694,
2026-08-27 11:15,YouTube,peCX2piv3B8,Casa Saturno,31498,2305,
2026-08-27 11:15,YouTube,a3_EMP66jDc,Casa Saturno,9428,959,
2026-08-27 11:15,YouTube,ER7A-9nXmgA,Casa Saturno,49661,1871,
2026-08-27 11:15,Instagram,DcbJSX2Of1I,Kysha e Mine,22533,1658,49
2026-08-27 11:15,Instagram,DcbHq59EUnO,Kysha e Mine,55274,1137,46
2026-08-27 11:15,Instagram,DcZgGW3uR8T,Kysha e Mine,48485,2307,83
2026-08-27 11:15,Instagram,DcZHiyou9bf,Kysha e Mine,35503,1268,24
2026-08-27 11:15,Instagram,DcRhWNLPV-U,Kysha e Mine,,1620,50
2026-08-27 11:15,Instagram,DcUJ-5MjA3Q,Kysha e Mine,37795,2886,140
2026-08-27 11:15,Instagram,Dcbck79pQdG,Evy Baddie,,4487,833
2026-08-27 11:15,Instagram,DcW1A3DhXjI,Evy Baddie,99181,2193,204
2026-08-27 11:15,Instagram,DcWM4Qfpi0a,Evy Baddie,51802,1832,135
2026-08-27 11:15,Instagram,DcUa1dxkX9e,Evy Baddie,,16408,412
2026-08-27 11:15,Instagram,DcWLwxcvyp-,Mine,56080,2461,147
2026-08-27 11:15,Instagram,DcbWAIike5q,Fidelisx,,3239,2067
2026-08-27 11:15,Instagram,DcW8ZyqR0WT,Fidelisx,138847,6398,356
2026-08-27 11:15,Instagram,DcUa1dxkX9e,Fidelisx,,16408,412
2026-08-27 11:15,Instagram,DcWMPr_xfLT,Russin Oficial,50713,1150,119
2026-08-27 11:15,Instagram,DccAKmpJsaV,Argentino,32757,2541,202
2026-08-27 11:15,Instagram,DcbaJamji-z,Argentino,,3,412
2026-08-27 11:15,Instagram,DcZKKjuxvh6,Argentino,55184,1999,162
2026-08-27 11:15,Instagram,DcbVIiKvYV7,Kaka,30449,1524,111
2026-08-27 11:15,Instagram,DcZZpSKptrg,Kaka,27927,1332,101
2026-08-27 11:15,Instagram,DcXJg-nCaKv,Kaka,,926,98
2026-08-27 11:15,YouTube,N99AibqusuA,Fidelisx,32306,2195,
2026-08-27 11:15,YouTube,nihxd0T6MNc,Casa Saturno,32191,1661,
2026-08-27 11:15,Instagram,DccKYslp41r,Russin Oficial,,679,183
2026-08-27 11:15,YouTube,jXpLIvY1NQo,Kysha e Mine,19715,1707,
2026-08-27 11:15,YouTube,HxSP8BCH4F4,Kysha e Mine,5793,484,
2026-08-27 11:15,YouTube,UzUnGJlq10E,Kysha e Mine,20844,1368,
2026-08-27 11:15,YouTube,Ex0xSU097sc,Evy Baddie,20117,1493,
2026-08-27 11:15,YouTube,4Eean6gPnyQ,Evy Baddie,11919,1378,
2026-08-27 11:15,YouTube,OrCxVMRvz88,Fidelisx,27924,2262,
2026-08-27 11:15,YouTube,GM2__GDzkCw,Fidelisx,44886,2353,
2026-08-27 11:15,YouTube,oH02-pD6SQk,Russin Oficial,2179,379,
2026-08-27 11:15,YouTube,wxGoAlkLHYY,Russin Oficial,5642,974,
2026-08-27 11:15,YouTube,gPsrRLJj1E0,Argentino,53297,3653,
2026-08-27 11:15,YouTube,A2_dPg-9fEg,Kaka,3541,491,
2026-08-27 11:15,YouTube,gPGtDGvnGTo,Casa Saturno,18687,1207,
2026-08-27 11:15,YouTube,ex4gOXs2ha0,Casa Saturno,8891,1236,
2026-08-27 11:15,YouTube,e52NSS2vA_Q,Casa Saturno,6634,1020,
2026-08-27 11:15,YouTube,hmSYpyJ9r_0,Casa Saturno,18389,1754,
2026-08-27 11:15,Instagram,DcejujDs9n_,Kysha e Mine,64369,1307,89
2026-08-27 11:15,Instagram,DcekmbflaEp,Evy Baddie,,1361,343
2026-08-27 11:15,Instagram,DcemnVtpBzs,Russin Oficial,15965,759,300
2026-08-27 11:15,Instagram,DcejmtrFlc2,Argentino,,3,144
2026-08-27 11:15,Instagram,Dcd_AWFOM13,Argentino,49704,3202,321
2026-08-27 11:15,Instagram,DcejUvVJHci,Kaka,11611,703,97
2026-08-27 11:15,Instagram,DcejbL7JcJq,Kaka,41050,1928,141
2026-08-27 11:15,Instagram,Dcd77IEvCOD,Kaka,16821,1087,109
2026-08-27 11:15,YouTube,j-UbrSFzMVE,Russin Oficial,2688,364,
2026-08-27 11:15,YouTube,_F989pvMlA0,Kaka,8098,784,
2026-08-27 11:15,YouTube,NKxa5P6rOV0,Casa Saturno,18558,1059,
2026-08-27 11:15,YouTube,8BYjENIwbDo,Casa Saturno,12336,853,
2026-08-27 11:15,YouTube,ApzKzV9BW84,Casa Saturno,39641,1495,
2026-08-27 11:15,Instagram,Dce4ty2EVNa,Kysha,,5280,384
2026-08-27 11:15,Instagram,DcexkZ9ObaG,Kysha,15026,893,101
2026-08-27 11:15,Instagram,DcgTIFzDSRU,Casa Saturno,10787,486,18
2026-08-27 11:15,Instagram,DcgMdrslVSN,Casa Saturno,13308,855,37
2026-08-27 11:15,Instagram,DcgFfJYEy5E,Casa Saturno,22765,1174,30
2026-08-27 11:15,Instagram,Dce4ty2EVNa,Casa Saturno,,5280,384
2026-08-27 11:15,Instagram,Dce4ty2EVNa,Mine,,5280,384
2026-08-27 11:15,Instagram,Dce4ty2EVNa,Fidelisx,,5280,384
2026-08-27 11:15,Instagram,Dce4ty2EVNa,Argentino,,5280,384
2026-08-27 11:15,YouTube,RyTFyLuOE6w,Kysha e Mine,9375,844,
2026-08-27 11:15,YouTube,AMPMNFWfPfo,Kysha e Mine,11492,1168,
2026-08-27 11:15,YouTube,_j3OePajdI8,Evy Baddie,6484,1240,
2026-08-27 11:15,YouTube,Sria8I4DYz4,Evy Baddie,5654,1062,
2026-08-27 11:15,YouTube,aib6Wjse_q8,Fidelisx,22996,1849,
2026-08-27 11:15,YouTube,vOqgdWp9k_M,Fidelisx,10196,1451,
2026-08-27 11:15,YouTube,TD7y8Ft61io,Fidelisx,8416,1053,
2026-08-27 11:15,YouTube,GhqwB5RtS1k,Argentino,15656,1231,
2026-08-27 11:15,YouTube,K7MQDVY0T7s,Kaka,1161,216,
2026-08-27 11:15,YouTube,kxdinZ2tRxM,Kaka,1152,202,
2026-08-27 11:15,YouTube,ZqRoYUw9eBc,Kaka,767,126,
2026-08-27 11:15,YouTube,wVYnNgJvTlY,Casa Saturno,3627,531,
2026-08-27 11:15,Instagram,DcgmKobR7LI,Kysha e Mine,53452,1344,94
2026-08-27 11:15,Instagram,DcgcMgbo13i,Kysha e Mine,68504,1228,79
2026-08-27 11:15,Instagram,DcgcMgbo13i,Kysha,68504,1228,79
2026-08-27 11:15,Instagram,DchINiJBqk2,Evy Baddie,22191,1620,147
2026-08-27 11:15,Instagram,DcgcMgbo13i,Mine,68504,1228,79
2026-08-27 11:15,Instagram,DchMgRQEW_8,Fidelisx,,2677,219
2026-08-27 11:15,Instagram,DchJJF1gvLe,Russin Oficial,20506,659,44
2026-08-27 11:15,Instagram,DchENgEv_wG,Argentino,10702,815,52
2026-08-27 11:15,Instagram,DchH_d8pXRN,Kaka,10855,807,95
2026-08-27 11:15,Instagram,DcgezryvLfF,Kaka,9626,860,42
2026-08-27 11:15,YouTube,zLCq4OdqSQw,Fidelisx,,68,
2026-08-27 11:15,YouTube,SEyAXvNFc2U,Argentino,12144,1139,
2026-08-27 11:15,YouTube,EwrUTBcZvkM,Casa Saturno,,6,
2026-08-27 11:15,YouTube,y_H6GyLDd_Y,Casa Saturno,1318,131,
2026-08-27 11:15,YouTube,jYCMXB7ck1o,Casa Saturno,1420,183,
2026-08-27 11:15,Instagram,Dci4MW0D2rO,Casa Saturno,76,21,10
2026-08-27 11:15,Instagram,DcixWB4jQE-,Casa Saturno,3550,200,11
2026-08-27 11:15,Instagram,DciqPK1jHU7,Casa Saturno,6863,302,12
2026-08-27 11:15,Instagram,DchJJF1gvLe,Casa Saturno,20506,659,44
2026-08-27 11:15,Instagram,DcgmKobR7LI,Casa Saturno,53457,1344,94
2026-08-27 11:15,Instagram,DcgcMgbo13i,Casa Saturno,68504,1228,79
2026-08-28 11:20,YouTube,ysyTnRdodBs,Kaka,72122,2678,
2026-08-28 11:20,Instagram,DcTfecrkcPT,Mine,,15279,634
2026-08-28 11:20,YouTube,t_jdIB5OSoA,Kysha e Mine,39695,3136,
2026-08-28 11:20,YouTube,FWkLX2QT8hg,Kysha e Mine,38780,1791,
2026-08-28 11:20,YouTube,0h_uvIV_OeQ,Argentino,27138,2162,
2026-08-28 11:20,YouTube,h0wdJodkxp0,Kaka,18606,1117,
2026-08-28 11:20,YouTube,4IDQfjXEKzk,Kysha e Mine,35178,1606,
2026-08-28 11:20,YouTube,tQRNJ-6PmUA,Kysha e Mine,27779,2747,
2026-08-28 11:20,YouTube,AEDokCyqMPU,Kysha e Mine,22126,1686,
2026-08-28 11:20,YouTube,4jd32o2JDOE,Kysha e Mine,36029,2425,
2026-08-28 11:20,YouTube,tCquVvbTr3I,Kysha e Mine,10305,511,
2026-08-28 11:20,YouTube,PD1O6Pm0iis,Evy Baddie,3713,397,
2026-08-28 11:20,YouTube,g_2fa3oF5q8,Evy Baddie,52219,2659,
2026-08-28 11:20,YouTube,cqsNqya7NnQ,Evy Baddie,15064,1593,
2026-08-28 11:20,YouTube,vgk2Vdd3Vo4,Evy Baddie,18775,1534,
2026-08-28 11:20,YouTube,IhfWI_hGVhY,Evy Baddie,11155,1369,
2026-08-28 11:20,YouTube,sWFR3hUX9Vo,Evy Baddie,12816,1961,
2026-08-28 11:20,YouTube,IdBG1XK7zcA,Fidelisx,25667,1935,
2026-08-28 11:20,YouTube,KTVnEDyZ3JY,Fidelisx,190513,5651,
2026-08-28 11:20,YouTube,_ob851xlbeM,Fidelisx,19855,1947,
2026-08-28 11:20,YouTube,eIgCzvDIsp0,Fidelisx,22125,1837,
2026-08-28 11:20,YouTube,WA0HFVnf8s8,Russin Oficial,3020,419,
2026-08-28 11:20,YouTube,9MBwJHE2BIs,Russin Oficial,7927,497,
2026-08-28 11:20,YouTube,BiB-gLES5Vs,Russin Oficial,6558,563,
2026-08-28 11:20,YouTube,eo99t72hRmw,Russin Oficial,1988,220,
2026-08-28 11:20,YouTube,gx2YBLabBbQ,Russin Oficial,5847,860,
2026-08-28 11:20,YouTube,UhljzQ9ePP0,Russin Oficial,26807,692,
2026-08-28 11:20,YouTube,o0mGIogpV68,Russin Oficial,4229,406,
2026-08-28 11:20,YouTube,2NjNEiAFfyM,Argentino,64471,4402,
2026-08-28 11:20,YouTube,hwA-61D4Ib8,Argentino,93893,5334,
2026-08-28 11:20,YouTube,hy5AN2qbpKU,Kaka,20619,2155,
2026-08-28 11:20,YouTube,f2Sq58kgIjw,Kaka,16897,1479,
2026-08-28 11:20,YouTube,BIxrB6Bf_dU,Kaka,3837,336,
2026-08-28 11:20,YouTube,mGp8E78Rb-M,Kaka,69658,2035,
2026-08-28 11:20,YouTube,Ft-w6kkTLE4,Kaka,22784,1724,
2026-08-28 11:20,Instagram,DcbJSX2Of1I,Kysha e Mine,23553,1722,50
2026-08-28 11:20,Instagram,DcbHq59EUnO,Kysha e Mine,56835,1173,46
2026-08-28 11:20,Instagram,DcZgGW3uR8T,Kysha e Mine,49617,2350,84
2026-08-28 11:20,Instagram,DcZHiyou9bf,Kysha e Mine,36241,1288,24
2026-08-28 11:20,Instagram,DcRhWNLPV-U,Kysha e Mine,,1651,50
2026-08-28 11:20,Instagram,DcUJ-5MjA3Q,Kysha e Mine,38629,2941,142
2026-08-28 11:20,Instagram,Dcbck79pQdG,Evy Baddie,,4603,835
2026-08-28 11:20,Instagram,DcW1A3DhXjI,Evy Baddie,100198,2241,204
2026-08-28 11:20,Instagram,DcWM4Qfpi0a,Evy Baddie,52579,1874,135
2026-08-28 11:20,Instagram,DcWLwxcvyp-,Mine,57667,2514,147
2026-08-28 11:20,Instagram,DcbWAIike5q,Fidelisx,,3352,2069
2026-08-28 11:20,Instagram,DcW8ZyqR0WT,Fidelisx,140461,6496,358
2026-08-28 11:20,Instagram,DcUa1dxkX9e,Fidelisx,,16785,414
2026-08-28 11:20,Instagram,DcWMPr_xfLT,Russin Oficial,51371,1164,119
2026-08-28 11:20,Instagram,DcbVIiKvYV7,Kaka,30929,1562,111
2026-08-28 11:20,Instagram,DcZZpSKptrg,Kaka,28895,1362,101
2026-08-28 11:20,YouTube,N99AibqusuA,Fidelisx,35082,2296,
2026-08-28 11:20,Instagram,DccKYslp41r,Russin Oficial,,712,184
2026-08-28 11:20,YouTube,jXpLIvY1NQo,Kysha e Mine,23330,1858,
2026-08-28 11:20,YouTube,HxSP8BCH4F4,Kysha e Mine,7190,517,
2026-08-28 11:20,YouTube,UzUnGJlq10E,Kysha e Mine,23108,1473,
2026-08-28 11:20,YouTube,Ex0xSU097sc,Evy Baddie,22610,1604,
2026-08-28 11:20,YouTube,4Eean6gPnyQ,Evy Baddie,13169,1466,
2026-08-28 11:20,YouTube,OrCxVMRvz88,Fidelisx,31537,2427,
2026-08-28 11:20,YouTube,GM2__GDzkCw,Fidelisx,48847,2486,
2026-08-28 11:20,YouTube,oH02-pD6SQk,Russin Oficial,2585,473,
2026-08-28 11:20,YouTube,gPsrRLJj1E0,Argentino,61995,4068,
2026-08-28 11:20,YouTube,A2_dPg-9fEg,Kaka,3882,518,
2026-08-28 11:20,YouTube,gPGtDGvnGTo,Casa Saturno,21992,1298,
2026-08-28 11:20,Instagram,DcejujDs9n_,Kysha e Mine,65884,1365,89
2026-08-28 11:20,Instagram,DcekmbflaEp,Evy Baddie,,1458,346
2026-08-28 11:20,Instagram,DcemnVtpBzs,Russin Oficial,16873,796,300
2026-08-28 11:20,Instagram,DcejmtrFlc2,Argentino,,3,146
2026-08-28 11:20,Instagram,Dcd_AWFOM13,Argentino,53354,3389,327
2026-08-28 11:20,Instagram,DcejUvVJHci,Kaka,12588,766,97
